postcode,title,query_postcode,district,municipality,locality,lat,lng
1070-065,Avenida Columbano Bordalo Pinheiro,1070-065,Lisboa,São Domingos de Benfica,São Domingos de Benfica,38.738433,-9.163180
7630-587,Pederneiras,7630-587,Beja,Odemira,São Teotónio,37.512349,-8.702440
9000-994,Estrada Monumental,9000-994,Madeira,Funchal,São Martinho,32.640155,-16.924778
2775-602,Rua Doutor Manuel de Arriaga,2775-602,Lisboa,Cascais,Carcavelos,38.687744,-9.341818
8500-501,Alto de São Pedro,8500-501,Faro,Portimão,Portimão,37.144808,-8.541377
2540-362,Rua Miguel Marcelino,2540-362,Leiria,Bombarral,Carvalhal,39.291474,-9.131453
8500-336,Penina,8500-336,Faro,Portimão,Portimão,37.159308,-8.564635
2500-925,Mouraria,2500-925,Leiria,Caldas da Rainha,Tornada,39.464568,-9.126032
2655-214,Urbanização da Ouriceira,2655-214,Lisboa,Mafra,Ericeira,38.962419,-9.417678
2460-917,Casal das Hortas,2460-917,Leiria,Alcobaça,São Martinho do Porto,39.557301,-8.899722
3670-253,Rua Teles Loureiro,3670-253,Viseu,Vouzela,Vouzela,40.723040,-8.110552
4610-457,Travessa do Calvário,4610-457,Porto,Felgueiras,Moure,19.462127,-99.123957
2500-546,Rua de Santa Maria,2500-546,Leiria,Caldas da Rainha,Nadadouro,39.435891,-9.049940
4635-430,Rua dos Canhões,4635-430,Porto,Marco de Canaveses,Tabuado,41.193623,-8.119117
4950-817,Reiriz,4950-817,Viana do Castelo,Monção,Troviscoso,42.074493,-8.457137
2480-402,Rua Manuel Coelho,2480-402,Leiria,Porto de Mós,São Pedro,,
9225-140,Gambão,9225-140,Madeira,Machico,Porto da Cruz,32.775722,-16.827698
2495-304,Avenida Beato Nuno,2495-304,Santarém,Ourém,Fátima,39.635800,-8.670990
1070-093,Rua Doutor António Martins,1070-093,Lisboa,São Domingos de Benfica,São Domingos de Benfica,38.739156,-9.163619
9230-145,Barranco,9230-145,Madeira,Santana,São Jorge,32.822418,-16.899632
4825-039,Rua Poço da Moira,4825-039,Porto,Santo Tirso,Agrela,41.256068,-8.469683
4755-049,Rua do Monte da Penide,4755-049,Braga,Barcelos,Areias de Vilar,41.534481,-8.577570
8900-076,Corte António Martins,8900-076,Faro,Vila Real de Santo António,Vila Nova de Cacela,,
3610-058,Rua da Costa,3610-058,Viseu,Tarouca,Mondim da Beira,40.996580,-7.747764
2520-540,Travessa dos Proletários,2520-540,Leiria,Peniche,São Pedro,39.356259,-9.380556
8300-056,Núcleo Habitacional II do Enxerim,8300-056,Faro,Silves,Silves,37.241313,-8.448411
4625-144,Calçada,4625-144,Porto,Marco de Canaveses,Magrelos,41.100232,-8.215495
3680-233,Quintãs,3680-233,Viseu,Oliveira de Frades,Ribeiradio,23.244842,-106.408857
8200-054,Rua Sem Nome 2023,8200-054,Faro,Albufeira,Albufeira,37.102258,-8.223661
4935-587,Caminho do Campo da Ferreira,4935-587,Viana do Castelo,Chafé,Chafé,41.634090,-8.803168
4890-300,Rua de Fervença,4890-300,Braga,Celorico de Basto,Fervença,41.357524,-8.084739
9240-112,Pico,9240-112,Madeira,São Vicente,Ponta Delgada,32.825859,-16.987819
4550-352,Santo António,4550-352,Aveiro,Castelo de Paiva,Fornos,41.028513,-8.314642
4990-259,Tendeiros - Arcozelo,4990-259,Viana do Castelo,Ponte de Lima,Arcozelo,41.793083,-8.593885
4890-055,Rua do Lourido,4890-055,Braga,Celorico de Basto,Arnoia,41.372262,-8.004553
2445-284,Rua Fornos de Telha,2445-284,Leiria,Alcobaça,Pataias,39.669686,-9.004634
8000-303,Rua do Sol,8000-303,Faro,Sé,Sé,37.024153,-7.923666
7570-119,Estrada Nacional 120,7570-119,Setúbal,Grândola,Grândola,38.168347,-8.524606
7540-323,Monte Balsa,7540-323,Setúbal,Santiago do Cacém,São Bartolomeu da Serra,38.015446,-8.615481
8200-122,Rua Doutor José Silva Freitas,8200-122,Faro,Albufeira,Albufeira,37.084723,-8.257228
8600-301,Adoalho,8600-301,Faro,Lagos,São Sebastião,37.091515,-8.673470
4825-289,Rua dos Moinhos,4825-289,Porto,Santo Tirso,Monte Córdova,41.272281,-8.446385
9360-593,Caminho Poios,9360-593,Madeira,Ponta do Sol,Ponta do Sol,,
8200-409,Praceta do Pinheiro Manso,8200-409,Faro,Albufeira,Guia,,
8650-165,Largo 1 de Maio,8650-165,Faro,Vila do Bispo,Budens,37.073532,-8.843804
8200-010,Rua Fernando Namora,8200-010,Faro,Albufeira,Albufeira,37.087563,-8.257032
8375-031,Cortes,8375-031,Faro,Silves,São Bartolomeu de Messines,37.238002,-8.323987
2500-622,Cabreiros,2500-622,Leiria,Caldas da Rainha,Salir de Matos,39.453686,-9.082557
4150-029,Rua Agramonte,4150-029,Porto,Massarelos,Massarelos,41.157238,-8.632027
6200-000,Largo Centro Cívico,6200-000,Castelo Branco,Covilhã,São Pedro,40.307429,-7.459792
4000-355,Rua Nau Trindade,4000-355,Porto,Bonfim,Bonfim,41.159627,-8.594058
2480-034,Pedras do Altar,2480-034,Leiria,Porto de Mós,Alvados,39.588277,-8.757503
7645-268,Rua da Igreja Evangélica,7645-268,Beja,Odemira,Vila Nova de Milfontes,37.773808,-8.750916
7570-318,Rua Manuel Mateus,7570-318,Setúbal,Grândola,Grândola,38.177732,-8.566384
2520-270,Rua Afonso de Albuquerque,2520-270,Leiria,Peniche,Conceição,39.355848,-9.381901
9230-205,Fajã do Cedro Gordo,9230-205,Madeira,Santana,São Roque do Faial,,
7350-111,Estrada da Ajuda,7350-111,Portalegre,Elvas,Assunção,38.875536,-7.162215
9050-457,Bairro Encarnação,9050-457,Madeira,Funchal,Santa Luzia,32.663312,-16.914252
3260-352,Valada,3260-352,Leiria,Figueiró dos Vinhos,Figueiró dos Vinhos,40.969238,-8.564125
9060-429,Avenida Santiago Menor,9060-429,Madeira,Funchal,Santa Maria Maior,32.653121,-16.885214
4850-502,Cuqueira,4850-502,Braga,Vieira do Minho,Vieira do Minho,41.610894,-8.151399
7200-462,Rua das Hortas,7200-462,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz,38.431333,-7.540191
4930-587,Avenida Sá Carneiro,4930-587,Viana do Castelo,Valença,Valença,42.022731,-8.644255
2500-209,Rua General Amílcar Mota,2500-209,Leiria,Caldas da Rainha,Nossa Senhora do Pópulo,39.325751,-9.013633
8500-549,Quinta da Horta,8500-549,Faro,Portimão,Portimão,37.135360,-8.542305
2460-662,Rua José Estevão de Magalhães,2460-662,Leiria,Alcobaça,São Martinho do Porto,39.512545,-9.135378
4560-533,Rua da Vila Gualdina,4560-533,Porto,Penafiel,Penafiel,41.198923,-8.292656
4625-130,Largo de São Sebastião,4625-130,Porto,Marco de Canaveses,Penha Longa,41.105553,-8.161406
2480-186,Pragais,2480-186,Leiria,Porto de Mós,São Pedro,39.579400,-8.824050
1149-080,Calçada Rosa,1149-080,Lisboa,São Cristóvão,São Cristóvão,38.714077,-9.135087
2500-241,Rua da Cutileira,2500-241,Leiria,Caldas da Rainha,Nossa Senhora do Pópulo,39.413646,-9.136766
7555-311,Foros de Corujo,7555-311,Setúbal,Santiago do Cacém,Vale de Água,37.850275,-8.652887
7430-181,Caminho do Monte Ornalho,7430-181,Portalegre,Crato,Crato e Mártires,,
8550-381,Serra,8550-381,Faro,Monchique,Monchique,37.314917,-8.592498
8700-109,São Miguel,8700-109,Faro,Olhão,Moncarapacho,37.084613,-7.787496
7040-412,Quinta da Raposeira,7040-412,Évora,Arraiolos,São Gregório,38.799622,-7.916320
5100-813,Sítio dos Carvalhos,5100-813,Viseu,Lamego,Valdigem,41.097814,-7.825312
4970-430,Avenida António Caldas,4970-430,Viana do Castelo,Arcos de Valdevez,São Paio Arcos Valdevez,41.890560,-8.459032
8650-283,Outeiros,8650-283,Faro,Vila do Bispo,Raposeira,37.083728,-8.890395
8400-524,Estrada Nacional 124,8400-524,Faro,Lagoa (Algarve),Carvoeiro,37.097660,-8.471273
4630-097,Rua Covas de Cima,4630-097,Porto,Marco de Canaveses,Freixo,41.157987,-8.147816
3305-051,Portela,3305-051,Coimbra,Arganil,Cerdeira,40.256700,-7.938335
4150-436,Rua Jorge Reinel,4150-436,Porto,Lordelo do Ouro,Lordelo do Ouro,41.162055,-8.657437
8125-115,Rua Rui Barreto,8125-115,Faro,Loulé,Quarteira,37.073074,-8.107762
3200-315,Chã,3200-315,Coimbra,Lousã,Serpins,40.170589,-8.223067
4890-482,Porto,4890-482,Braga,Celorico de Basto,Ourilhe,41.421029,-8.024701
9360-308,Caminho do Lombo,9360-308,Madeira,Ponta do Sol,Canhas,32.684497,-17.086190
6290-414,Rua 1º de Maio,6290-414,Guarda,Gouveia,São Paio,40.523397,-7.580361
9240-116,Segunda Lombada,9240-116,Madeira,São Vicente,Ponta Delgada,32.820087,-16.989826
7570-111,Fontaínhas,7570-111,Setúbal,Grândola,Grândola,38.183037,-8.746275
8600-083,Jardim,8600-083,Faro,Lagos,Bensafrim,37.099217,-8.670503
8650-134,Zimbral,8650-134,Faro,Vila do Bispo,Budens,37.073004,-8.775463
2520-249,Praça Jacob Rodrigues Pereira,2520-249,Leiria,Peniche,Conceição,39.358204,-9.379674
4890-158,Silvares,4890-158,Braga,Celorico de Basto,Carvalho,41.413923,-8.015659
3720-415,Ferreiros,3720-415,Aveiro,Oliveira de Azeméis,Palmaz,40.808372,-8.456318
8670-415,Vale José Gomes,8670-415,Faro,Aljezur,Rogil,37.314683,-8.804527
9370-268,Vereda Cuada,9370-268,Madeira,Calheta (Madeira),Estreito da Calheta,,
6270-532,Urbanização Martinhos,6270-532,Guarda,Seia,Seia,40.409630,-7.705980
9230-103,Lombo do Curral,9230-103,Madeira,Santana,Santana,38.729982,-9.172537
4505-686,Rua do Alambique,4505-686,Aveiro,Santa Maria da Feira,Caldas de São Jorge,40.970598,-8.504044
7830-440,Estrada Nacional 265,7830-440,Beja,Serpa,Santa Maria,37.886247,-7.558490
7570-505,Fontaínhas do Meio,7570-505,Setúbal,Grândola,Melides,38.147034,-8.730467
3730-701,Berbedã,3730-701,Aveiro,Vale de Cambra,Rôge,40.844893,-8.415151
4575-035,Rua de Vila Boínha,4575-035,Porto,Marco de Canaveses,Alpendurada e Matos,41.082646,-8.237582
4000-354,Rua Nau Trindade,4000-354,Porto,Bonfim,Bonfim,41.159627,-8.594058
9230-147,Fajã Alta,9230-147,Madeira,Santana,São Jorge,32.818333,-16.900561
3880-751,Rua de São João,3880-751,Aveiro,Ovar,São João,40.824165,-8.585256
4525-086,Rua de Carvoeiro,4525-086,Aveiro,Santa Maria da Feira,Canedo,41.047989,-8.445372
4910-215,Rua Cancela do Facho,4910-215,Viana do Castelo,Caminha,Moledo,41.857759,-8.786056
5370-412,Rua Dom Manuel I,5370-412,Bragança,Mirandela,Mirandela,41.416228,-7.258812
2500-162,Rua da Liberdade,2500-162,Leiria,Caldas da Rainha,Nossa Senhora do Pópulo,39.458515,-9.135026
4640-423,Estrada de Carrapatelo,4640-423,Porto,Baião,Santa Cruz do Douro,41.143089,-8.062727
7630-233,Vale de Cortiças,7630-233,Beja,Odemira,São Salvador,37.651551,-8.571268
2300-585,Rua Infantaria 15,2300-585,Santarém,Tomar,São João Batista,39.602763,-8.414668
8200-856,Rua Dom Carlos I,8200-856,Faro,Albufeira,Guia,,
6350-361,Vale da Mula,6350-361,Guarda,Almeida,Vale da Mula,40.705432,-6.822932
9200-403,Caminho do Engenho,9200-403,Madeira,Machico,Machico,32.718606,-16.767258
9060-420,Rua Doutor António Costa,9060-420,Madeira,Funchal,Santa Maria Maior,38.551168,-9.064481
2350-164,Rua António Caixeiro,2350-164,Santarém,Torres Novas,Olaia,39.515917,-8.479344
9360-361,Estrada Engenheiro Teixeira de Sousa,9360-361,Madeira,Ponta do Sol,Canhas,,
2500-693,Travessa da Barroca,2500-693,Leiria,Caldas da Rainha,Salir do Porto,39.493663,-9.155758
8900-023,Casas Novas,8900-023,Faro,Vila Real de Santo António,Vila Nova de Cacela,37.181258,-7.542356
3420-035,Serra Moita,3420-035,Coimbra,Tábua,Carapinha,40.278604,-8.092335
6270-482,Avenida Doutor Joaquim Guilherme Correia de Carvalho,6270-482,Guarda,Seia,Seia,40.419846,-7.699870
2460-023,Rua Almirante Cândido dos Reis,2460-023,Leiria,Alcobaça,Alcobaça,39.549613,-8.981791
8600-089,Paraíso,8600-089,Faro,Lagos,Bensafrim,37.084999,-8.737664
8200-617,Rua Alberto Caeiro,8200-617,Faro,Albufeira,Albufeira,37.093308,-8.262267
6260-178,Rua Sá da Bandeira,6260-178,Guarda,Manteigas,Santa Maria,40.402252,-7.540071
7570-416,Arneiro,7570-416,Setúbal,Grândola,Melides,38.309172,-8.747843
4720-644,Adegueiro,4720-644,Braga,Amares,Bouro (Santa Maria),41.657665,-8.325295
2900-000,Avenida Mariano de Carvalho,2900-000,Setúbal,São Julião,São Julião,38.526333,-8.892098
7160-101,Rua J,7160-101,Évora,Vila Viçosa,Ciladas,38.778809,-7.316232
8200-124,Rua Egas Moniz,8200-124,Faro,Albufeira,Albufeira,37.092835,-8.245952
2300-218,Barreira Grande,2300-218,Santarém,Tomar,Serra,39.609465,-8.288895
2460-711,Rua do Celeiro,2460-711,Leiria,Alcobaça,Aljubarrota (São Vicente),39.563828,-8.935420
8400-533,Travessa do Arrastão,8400-533,Faro,Lagoa (Algarve),Carvoeiro,37.097357,-8.469806
8200-358,Rua Dom Fernando,8200-358,Faro,Albufeira,Albufeira,37.101245,-8.226953
4890-369,Fontão,4890-369,Braga,Celorico de Basto,Gémeos,41.413923,-8.015659
9000-668,Vereda Pico Lombada,9000-668,Madeira,Funchal,São Martinho,32.649609,-16.952829
3830-433,Estrada Municipal 592,3830-433,Aveiro,Ílhavo,Gafanha do Carmo,40.585330,-8.736096
2500-123,Rua Alexandre Herculano,2500-123,Leiria,Caldas da Rainha,Nossa Senhora do Pópulo,39.418684,-9.114711
5400-002,Bairro Luís Guedes,5400-002,Vila Real,Chaves,Madalena,41.740817,-7.469563
2710-504,Calçada de Santa Maria,2710-504,Lisboa,Sintra,São Pedro Penaferrim,38.793841,-9.384852
7320-152,Rua do Forno,7320-152,Portalegre,Castelo de Vide,São João Batista,39.418191,-7.457904
4410-132,Praceta José Santiago,4410-132,Porto,Vila Nova de Gaia,São Felix da Marinha,41.039885,-8.645669
4625-149,Cata Peixe,4625-149,Porto,Marco de Canaveses,Magrelos,41.096567,-8.212642
9125-096,Estrada Engenheiro Abel Vieira,9125-096,Madeira,Santa Cruz,Caniço,32.649532,-16.855981
5120-355,Quinta do Rio Távora,5120-355,Viseu,Tabuaço,Sendim,41.100424,-7.552752
6150-515,Vergão Fundeiro,6150-515,Castelo Branco,Proença-a-Nova,Proença-a-Nova,39.736787,-7.856545
2500-575,Rua do Chafariz,2500-575,Leiria,Caldas da Rainha,Nadadouro,39.368541,-9.079820
1990-368,Rua do Congo,1990-368,Lisboa,Loures,Moscavide,38.779541,-9.097012
9300-164,Estrada João Gonçalves Zarco,9300-164,Madeira,Câmara de Lobos,Câmara de Lobos,32.661228,-17.014168
7425-016,Peralta,7425-016,Portalegre,Ponte de Sor,Montargil,39.077726,-8.172879
7040-501,Herdade do Almargem,7040-501,Évora,Arraiolos,São Pedro Gafanhoeira,38.796967,-7.905516
2530-085,Casal Santo,2530-085,Lisboa,Lourinhã,Lourinhã,39.247152,-9.281067
9270-128,Ribeira da Laje,9270-128,Madeira,Porto Moniz,Seixal,,
7630-675,Vale do Juncal,7630-675,Beja,Odemira,São Teotónio,37.474748,-8.730475
2440-173,Rua da Mata da Raposa,2440-173,Leiria,Batalha,Batalha,39.651126,-8.838722
8375-048,Mogas,8375-048,Faro,Silves,São Bartolomeu de Messines,37.216645,-8.341213
9350-230,Estrada Regional 222,9350-230,Madeira,Ribeira Brava,Ribeira Brava,32.692914,-17.037079
3105-058,Caxaria,3105-058,Leiria,Pombal,Carriço,39.970599,-8.788271
4625-188,Vinhas,4625-188,Porto,Marco de Canaveses,Magrelos,41.097408,-8.219461
4860-335,Paço,4860-335,Braga,Cabeceiras de Basto,Refojos de Basto,41.482446,-7.987443
4860-032,Lamas,4860-032,Braga,Cabeceiras de Basto,Alvite,41.541248,-7.950537
4635-265,Rua de Lenteiros,4635-265,Porto,Marco de Canaveses,Santo Isidoro,41.210323,-8.144973
7050-705,Freixo do Meio,7050-705,Évora,Montemor-o-Novo,Foros de Vale de Figueira,38.571530,-8.367308
2305-321,Ganados,2305-321,Santarém,Tomar,Casais,39.652804,-8.386536
4625-433,Covilhã,4625-433,Porto,Marco de Canaveses,Sande,41.122848,-8.184224
1149-050,Rua de São Mamede,1149-050,Lisboa,Madalena,Madalena,38.710952,-9.133931
2925-677,Rua Quinta dos Canais,2925-677,Setúbal,São Lourenço,São Lourenço,38.525221,-9.008317
7570-421,Boavista,7570-421,Setúbal,Grândola,Melides,38.146753,-8.727962
8400-234,Praça Rainha Dona Leonor,8400-234,Faro,Lagoa (Algarve),Ferragudo,37.124820,-8.519672
7330-202,Abegões,7330-202,Portalegre,Marvão,Santo António das Areias,39.413490,-7.356694
2460-013,Rua Cabo Verde,2460-013,Leiria,Alcobaça,Alcobaça,39.544824,-8.975898
2445-112,Légua,2445-112,Leiria,Alcobaça,Pataias,39.650564,-9.066045
2460-080,Rua de Arouca,2460-080,Leiria,Alcobaça,Alcobaça,39.543300,-8.977022
7330-019,Vale de Milho,7330-019,Portalegre,Marvão,Beirã,39.429843,-7.357916
6200-007,Rua 1º de Maio,6200-007,Castelo Branco,Covilhã,Conceição,40.312408,-7.458368
2500-660,Rua do Bouro,2500-660,Leiria,Caldas da Rainha,Salir do Porto,39.497982,-9.152818
8200-251,Aldeamento da Ria Formosa,8200-251,Faro,Albufeira,Albufeira,37.107666,-8.200031
8400-249,Rua Afonso de Albuquerque,8400-249,Faro,Lagoa (Algarve),Ferragudo,37.125326,-8.518704
3030-182,Travessa dos Combatentes da Grande Guerra,3030-182,Coimbra,Santo António dos Olivais,Santo António dos Olivais,40.204707,-8.365459
7645-035,Foros da Pereirinha,7645-035,Beja,Odemira,Vila Nova de Milfontes,37.773808,-8.750916
4505-444,Rua da Ponte,4505-444,Aveiro,Santa Maria da Feira,Lobão,40.971418,-8.489677
8650-079,Rua dos Montes de Alvôr,8650-079,Faro,Vila do Bispo,Budens,37.087309,-8.830572
8375-020,Calvos,8375-020,Faro,Silves,São Bartolomeu de Messines,37.216417,-8.287432
4890-508,Torres,4890-508,Braga,Celorico de Basto,Ribas,41.184234,-8.150418
7350-234,Rua João Olivença,7350-234,Portalegre,Elvas,Ajuda São Salvador Santo Ildefonso,38.880778,-7.162818
2500-344,Casal do Chiote,2500-344,Leiria,Caldas da Rainha,Alvorninha,39.384245,-9.037511
2460-020,Rua Afonso Albuquerque,2460-020,Leiria,Alcobaça,Alcobaça,39.551910,-8.971912
4935-225,Rua Domingos da Costa Rodrigues,4935-225,Viana do Castelo,Darque,Darque,41.681281,-8.818484
4640-452,Rua de Baião,4640-452,Porto,Baião,Santa Leocádia (Baião),41.148222,-7.915008
5470-103,Peneda de Baixo,5470-103,Vila Real,Montalegre,Covelo do Gerez,41.717765,-7.981224
3200-372,Casal Espírito Santo,3200-372,Coimbra,Lousã,Vilarinho,40.138177,-8.225377
4635-308,Bouças,4635-308,Porto,Marco de Canaveses,Santo Isidoro,41.203263,-8.140322
2950-000,Rua do Mercúrio,2950-000,Setúbal,Palmela,Palmela,38.569889,-8.834567
8200-995,Rua Bartolomeu Dias,8200-995,Faro,Albufeira,Albufeira,37.089149,-8.244414
7300-451,Alagoinha,7300-451,Portalegre,São Julião,São Julião,39.310925,-7.300226
2200-684,Casal da Igreja,2200-684,Santarém,Abrantes,Mouriscas,39.538452,-8.309748
2520-471,Rua Latino Coelho,2520-471,Leiria,Peniche,Ajuda,39.357884,-9.380098
4720-637,Carreiro da Fonte do Cano,4720-637,Braga,Amares,Bouro (Santa Maria),41.657665,-8.325295
3240-410,Mata de Cima,3240-410,Leiria,Ansião,Alvorge,39.971099,-8.518295
4505-593,Rua da Espinheira,4505-593,Aveiro,Santa Maria da Feira,Sanguedo,41.013533,-8.519321
7540-157,Rua da Estação dos Caminhos de Ferro,7540-157,Setúbal,Santiago do Cacém,Santiago do Cacém,38.018360,-8.700064
2240-322,Bairradinha,2240-322,Santarém,Ferreira do Zêzere,Ferreira do Zêzere,39.647744,-8.245541
2200-371,Rua 5 de Outubro de 1910,2200-371,Santarém,Abrantes,São Vicente,39.467442,-8.199557
2240-325,Carvalhais,2240-325,Santarém,Ferreira do Zêzere,Ferreira do Zêzere,39.664018,-8.284222
4890-474,Cortes,4890-474,Braga,Celorico de Basto,Ourilhe,41.415198,-8.018615
7555-110,Estrada de São Luís,7555-110,Setúbal,Santiago do Cacém,Cercal,37.798853,-8.670853
8200-467,Cerro de São Vicente,8200-467,Faro,Albufeira,Paderne,37.166667,-8.233333
8650-393,Rua dos Pinheiros,8650-393,Faro,Vila do Bispo,Sagres,,
8100-228,Barreiros,8100-228,Faro,Loulé,São Clemente,37.239274,-8.124462
9350-409,Lugares,9350-409,Madeira,Ribeira Brava,Tabua,32.685459,-17.075102
7200-208,Monte Arriba,7200-208,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz,38.341567,-7.512178
4890-177,Rua de Nossa Senhora de Oliveira,4890-177,Braga,Celorico de Basto,Codeçoso,41.342969,-8.019797
3000-326,Rua das Parreiras,3000-326,Coimbra,Santo António dos Olivais,Santo António dos Olivais,40.216105,-8.417946
4635-749,Sampaio,4635-749,Porto,Marco de Canaveses,Vila Boa de Quires,41.387998,-8.532828
4720-666,Rua de Santa Marta,4720-666,Braga,Amares,Bouro (Santa Marta),41.606747,-8.419385
2240-513,Lameiras,2240-513,Santarém,Ferreira do Zêzere,Paio Mendes,39.768226,-8.297781
3740-133,Sobral,3740-133,Aveiro,Sever do Vouga,Pessegueiro do Vouga,40.719222,-8.361018
2460-014,Rua Comandante Carlos Leão da Silva,2460-014,Leiria,Alcobaça,Alcobaça,39.555152,-8.976430
2305-309,Casais,2305-309,Santarém,Tomar,Casais,39.652804,-8.386536
2500-370,Outeiro,2500-370,Leiria,Caldas da Rainha,Alvorninha,39.366982,-9.025210
1900-197,Rua Dom José de Bragança,1900-197,Lisboa,Beato,Beato,38.731554,-9.112743
9060-310,Caminho Terço,9060-310,Madeira,Funchal,Santa Maria Maior,32.663861,-16.885620
8400-214,Urbanização dos Ferrolhões,8400-214,Faro,Lagoa (Algarve),Ferragudo,37.114845,-8.452277
8365-237,Ladeira,8365-237,Faro,Silves,Tunes,25.578630,-100.916126
2510-214,Casal da Avarela,2510-214,Leiria,Óbidos,São Pedro (Óbidos),39.379145,-9.159414
8200-495,Rua Miguel Bombarda,8200-495,Faro,Albufeira,Paderne,37.176572,-8.202694
8900-263,Rua da Estação Velha,8900-263,Faro,Vila Real de Santo António,Vila Real de Santo António,37.177307,-7.537322
3600-068,Rua Outeiro da Forca,3600-068,Viseu,Castro Daire,Castro Daire,40.921463,-7.949161
1070-089,Rua Doutor António Granjo,1070-089,Lisboa,São Domingos de Benfica,São Domingos de Benfica,38.738739,-9.164602
7630-803,Avenida da Praia,7630-803,Beja,Odemira,Zambujeira do Mar,37.753311,-8.411627
3250-022,Ariques,3250-022,Leiria,Alvaiázere,Almoster,39.850000,-8.416667
9230-167,São Pedro,9230-167,Madeira,Santana,São Jorge,32.819061,-16.939510
8400-233,Rua Marechal Carmona,8400-233,Faro,Lagoa (Algarve),Ferragudo,37.125122,-8.518575
6060-094,Valado,6060-094,Castelo Branco,Idanha-a-Nova,Monsanto,39.904748,-7.109948
3240-651,Alqueidão,3240-651,Leiria,Ansião,Santiago da Guarda,39.947176,-8.478868
9350-309,Laje,9350-309,Madeira,Ribeira Brava,Serra de Água,,
4635-696,Cruzeiro,4635-696,Porto,Marco de Canaveses,Vila Boa de Quires,41.209178,-8.146706
9200-080,Ladeira,9200-080,Madeira,Machico,Machico,25.578630,-100.916126
4990-134,Rua Severino Costa,4990-134,Viana do Castelo,Ponte de Lima,Ponte de Lima,41.759907,-8.583612
9000-777,Travessa Encosta do Pilar,9000-777,Madeira,Funchal,São Martinho,32.656956,-16.940009
8500-329,Ladeira da Penina,8500-329,Faro,Portimão,Portimão,37.159308,-8.564635
7540-504,Alagoas,7540-504,Setúbal,Santiago do Cacém,São Francisco da Serra,38.090938,-8.665000
4660-055,Granja,4660-055,Viseu,Resende,Cárquere,41.054525,-7.958194
3400-259,Casal Cimeiro,3400-259,Coimbra,Oliveira do Hospital,Aldeia das Dez,40.296091,-7.877165
4890-024,Cruz de Baixo,4890-024,Braga,Celorico de Basto,Arnoia,41.362292,-8.051272
8365-240,Assumadas,8365-240,Faro,Silves,Pêra,,
8375-014,Barrocal,8375-014,Faro,Silves,São Bartolomeu de Messines,37.230302,-8.274594
9225-170,Larano,9225-170,Madeira,Machico,Porto da Cruz,,
4880-054,Telhado,4880-054,Vila Real,Mondim de Basto,Atei,41.427121,-7.934924
8200-195,Travessa Cândido dos Reis,8200-195,Faro,Albufeira,Albufeira,37.088415,-8.252114
4904-864,Rua Góis Pinto,4904-864,Viana do Castelo,Monserrate,Monserrate,41.696097,-8.823298
5050-236,Largo 25 de Abril,5050-236,Vila Real,Peso da Régua,Peso da Régua,41.165246,-7.760084
4650-825,Rua de Santo Ildefonso,4650-825,Porto,Felgueiras,Vila Verde,,
9400-197,Rua da Levada,9400-197,Madeira,Porto Santo,Porto Santo,,
9240-023,Fajã do Penedo,9240-023,Madeira,São Vicente,Boa Ventura,32.804283,-17.044144
8100-306,Estação de Loulé,8100-306,Faro,Loulé,São Sebastião,37.139978,-8.016305
9360-388,Estrada Regional 222,9360-388,Madeira,Ponta do Sol,Canhas,32.686886,-17.087722
4890-371,Lage,4890-371,Braga,Celorico de Basto,Gémeos,41.199500,-8.599651
4890-551,Raposeira,4890-551,Braga,Celorico de Basto,Vale de Bouro,41.413923,-8.015659
4580-311,Rua das Lamelas,4580-311,Porto,Paredes,Cete,41.171402,-8.354561
9350-120,Fonte Pinheiro,9350-120,Madeira,Ribeira Brava,Ribeira Brava,,
6270-181,Aldeia de São Miguel,6270-181,Guarda,Seia,Santa Comba,40.441985,-7.718365
2500-561,Rua da Cumeira,2500-561,Leiria,Caldas da Rainha,Nadadouro,39.426474,-9.172821
8200-225,Rua B,8200-225,Faro,Albufeira,Albufeira,37.085689,-8.284840
7555-265,Silveiras,7555-265,Setúbal,Santiago do Cacém,Cercal,37.815108,-8.610543
6270-280,Rua Amontacel,6270-280,Guarda,Seia,São Romão,40.406517,-7.722241
6270-015,Vasco Esteves de Baixo,6270-015,Guarda,Seia,Alvoco da Serra,40.285738,-7.703703
3105-168,Outeiro do Louriçal,3105-168,Leiria,Pombal,Louriçal,39.995789,-8.771824
7200-178,Horta de São Pedro,7200-178,Évora,Reguengos de Monsaraz,Monsaraz,38.454888,-7.410443
5050-200,Casas Luis António,5050-200,Vila Real,Peso da Régua,Peso da Régua,31.714671,-106.470077
9370-319,Rua Piquinho,9370-319,Madeira,Calheta (Madeira),Fajã da Ovelha,32.767535,-17.214404
3360-330,Rua da Eirinha,3360-330,Coimbra,Penacova,Penacova,40.270769,-8.283987
2630-428,Casal Mato Sobral,2630-428,Lisboa,Arruda dos Vinhos,Cardosas,38.968611,-9.160997
1800-136,Estrada da Circunvalação,1800-136,Lisboa,Santa Maria dos Olivais,Santa Maria dos Olivais,38.738173,-9.204821
6200-545,Rua Grupo Recreativo Refugiense,6200-545,Castelo Branco,Covilhã,São Martinho,40.264329,-7.506480
8300-050,Tufos,8300-050,Faro,Silves,Silves,37.241313,-8.448411
