postcode,title,query_postcode,district,municipality,locality,lat,lng
2765-438,Avenida Piemonte,2765-438,Lisboa,Cascais,Estoril,38.729720,-9.408138
2840-472,Avenida Professor António Babo,2840-472,Setúbal,Seixal,Seixal,38.642398,-9.097003
7900-469,Rua Doutor Mário Beirão,7900-469,Beja,Ferreira do Alentejo,Peroguarda,38.092281,-8.047597
2645-153,Rua Caminho do Goulão,2645-153,Lisboa,Cascais,Alcabideche,38.723930,-9.401246
8375-116,Rua do Forno,8375-116,Faro,Silves,São Bartolomeu de Messines,37.256689,-8.285521
4930-600,Avenida Pinto da Mota,4930-600,Viana do Castelo,Valença,Valença,42.030584,-8.635126
1600-454,Rua Fernando Namora,1600-454,Lisboa,Carnide,Carnide,38.760093,-9.175106
8000-187,Praceta Miguel Bombarda,8000-187,Faro,São Pedro,São Pedro,37.021680,-7.940818
8000-359,Rua Gomes Freire,8000-359,Faro,São Pedro,São Pedro,37.020601,-7.940007
2725-436,Praceta Roque Gameiro,2725-436,Lisboa,Sintra,Algueirão-Mem Martins,38.795009,-9.345640
9300-039,Rua Carreira,9300-039,Madeira,Câmara de Lobos,Câmara de Lobos,32.648838,-16.974531
4910-016,Rua do Calvário,4910-016,Viana do Castelo,Caminha,Âncora,41.800409,-8.852076
2925-755,Rua Vinha da Lage,2925-755,Setúbal,São Lourenço,São Lourenço,38.519010,-9.023422
2970-020,Rua Pardal Monteiro,2970-020,Setúbal,Sesimbra,Castelo (Sesimbra),38.475320,-9.139897
4425-633,Travessa dos Combatentes,4425-633,Porto,Maia,Pedrouços,41.182748,-8.586967
8000-466,Travessa da Trindade,8000-466,Faro,Sé,Sé,37.016260,-7.929137
7050-636,Cortiçadas de Lavre,7050-636,Évora,Montemor-o-Novo,Cortiçadas de Lavre,38.803406,-8.412008
2745-142,Avenida José Elias Garcia,2745-142,Lisboa,Sintra,Queluz,38.756877,-9.256747
2750-687,Rua dos Eucaliptos,2750-687,Lisboa,Cascais,Cascais,38.701518,-9.450021
2970-123,Rua Covas da Raposa,2970-123,Setúbal,Sesimbra,Castelo (Sesimbra),38.460352,-9.113347
2780-213,Rua Cândido dos Reis,2780-213,Lisboa,Oeiras,Oeiras e São Julião Barra,38.692762,-9.310625
4150-801,Rua Dominguez Alvarez,4150-801,Porto,Lordelo do Ouro,Lordelo do Ouro,41.160760,-8.648235
8500-597,Rua da Igreja,8500-597,Faro,Portimão,Portimão,37.146910,-8.584910
4905-393,Rua do Mirante,4905-393,Viana do Castelo,Barroselas,Barroselas,41.646213,-8.682997
8500-648,Rua Dona Maria Luísa,8500-648,Faro,Portimão,Portimão,37.142857,-8.536925
3000-221,Pátio da Inquisição,3000-221,Coimbra,Santa Cruz,Santa Cruz,40.212030,-8.428781
7005-140,Rotunda Manuel Francisco,7005-140,Évora,Horta das Figueiras,Horta das Figueiras,38.565419,-7.908380
2625-623,Rua Professor Reinaldo dos Santos,2625-623,Lisboa,Vila Franca de Xira,Vialonga,38.875879,-9.081752
2765-592,Rua do Pinhão,2765-592,Lisboa,Cascais,Estoril,38.711824,-9.376323
4350-084,Rua Conde de Burnay,4350-084,Porto,Campanhã,Campanhã,41.159580,-8.591650
7040-637,Rua das Tapadas,7040-637,Évora,Arraiolos,Vimieiro,38.830559,-7.840004
8700-497,Rua Manuel Martins Garrocho,8700-497,Faro,Olhão,Olhão,37.031913,-7.845140
1500-627,Rua João de Freitas Branco,1500-627,Lisboa,São Domingos de Benfica,São Domingos de Benfica,38.751427,-9.180598
8600-718,Rua do Mercado de Levante,8600-718,Faro,Lagos,São Sebastião,37.106945,-8.675909
4485-265,Rua Pintor Júlio Ramos,4485-265,Porto,Vila do Conde,Guilhabreu,41.293368,-8.645924
7170-105,Santa Susana,7170-105,Évora,Redondo,Redondo,38.578527,-7.660775
3090-829,Barreiras,3090-829,Coimbra,Figueira da Foz,Ferreira-a-Nova,40.232125,-8.752678
5155-666,Largo Igreja,5155-666,Guarda,Vila Nova de Foz Côa,Santo Amaro,41.102307,-7.168015
6090-014,Beco das Igrejas,6090-014,Castelo Branco,Penamacor,Águas,40.112781,-7.205885
8100-543,Rua Rosa Madeira,8100-543,Faro,Loulé,São Clemente,37.133042,-8.015190
4760-563,Rua Padre Domingos Joaquim Pereira,4760-563,Braga,Vila Nova de Famalicão,Louro,41.429458,-8.535628
2230-862,Carvalhal,2230-862,Santarém,Abrantes,Carvalhal,39.570894,-8.192783
7520-200,Rua do Forte,7520-200,Setúbal,Sines,Sines,37.951652,-8.875027
5100-330,Bigorne,5100-330,Viseu,Lamego,Bigorne,41.008577,-7.885560
3640-030,Carregal,3640-030,Viseu,Sernancelhe,Carregal,40.909585,-7.577066
2770-109,Rua Lino de Assunção,2770-109,Lisboa,Oeiras,Paço de Arcos,38.696049,-9.295352
2970-680,Bairro da Previdência,2970-680,Setúbal,Sesimbra,Santiago (Sesimbra),38.502883,-9.120264
2820-304,Rua Frederico de Freitas,2820-304,Setúbal,Almada,Charneca da Caparica,38.605338,-9.183119
2785-556,Rua 2 de Setembro de 1945,2785-556,Lisboa,Cascais,São Domingos de Rana,38.703500,-9.352753
2750-667,Praça João de Deus,2750-667,Lisboa,Cascais,Cascais,38.710378,-9.434603
4485-186,Rua de Gião do Meio,4485-186,Porto,Vila do Conde,Gião,41.303792,-8.681630
7220-020,Rua da Estalagem,7220-020,Évora,Portel,Alqueva,38.216431,-7.540002
1750-451,Rua 3 da Malha 23.1,1750-451,Lisboa,Charneca,Charneca,38.782384,-9.148690
6110-051,Algar,6110-051,Castelo Branco,Vila de Rei,São João do Peso,39.694604,-8.145906
2830-169,Rua de Cabinda,2830-169,Setúbal,Barreiro,Santo André,38.646341,-9.063638
2500-539,Rua Professora Maria Augusta da Silva,2500-539,Leiria,Caldas da Rainha,Landal,39.315860,-9.021792
2870-682,Rua das Andorinhas,2870-682,Setúbal,Montijo,Alto Estanqueiro-Jardia,38.672893,-8.925671
2830-275,Rua Armindo de Almeida,2830-275,Setúbal,Barreiro,Verderena,38.652691,-9.071779
3810-386,Rua João Gonçalves Neto,3810-386,Aveiro,Aradas,Aradas,40.618127,-8.637260
2150-157,Rua do Borralho,2150-157,Santarém,Golegã,Golegã,39.400603,-8.483529
7100-316,Rua do Lagar,7100-316,Évora,Estremoz,Évora Monte (Santa Maria),38.832137,-7.507175
2600-099,Rua Alves Redol,2600-099,Lisboa,Vila Franca de Xira,Vila Franca de Xira,38.956707,-8.987601
2330-215,Rua Laura Aires,2330-215,Santarém,Entroncamento,São João Baptista,39.473606,-8.477610
1600-645,Rua Professor Mário Chicó,1600-645,Lisboa,Lumiar,Lumiar,38.761615,-9.168382
2605-662,Rua Dona Filipa de Lencastre,2605-662,Lisboa,Sintra,Belas,38.763098,-9.275634
4970-231,Alto do Freitas,4970-231,Viana do Castelo,Arcos de Valdevez,Paçô,41.847689,-8.418690
2845-061,Rua das Dálias,2845-061,Setúbal,Seixal,Amora,38.626478,-9.127513
2725-236,Avenida da Bela Vista,2725-236,Lisboa,Sintra,Algueirão-Mem Martins,38.793225,-9.335484
4570-491,Rua Senhor dos Passos,4570-491,Porto,Póvoa de Varzim,Rates,41.425405,-8.672801
7900-595,Rua Capitão Mouzinho de Albuquerque,7900-595,Beja,Ferreira do Alentejo,Ferreira do Alentejo,38.056107,-8.113615
2565-750,Rua dos Freixos,2565-750,Lisboa,Torres Vedras,Runa,39.066570,-9.206873
2950-209,Rua de Santo Estevão,2950-209,Setúbal,Palmela,Palmela,38.604731,-8.891003
2785-179,Rua Luís de Camões,2785-179,Lisboa,Cascais,São Domingos de Rana,38.706149,-9.357662
2080-039,Largo General Guerra,2080-039,Santarém,Almeirim,Almeirim,39.209808,-8.632608
6120-743,Rua do Alfanzil,6120-743,Santarém,Mação,Mação,39.552973,-8.000615
2925-407,Rua Gil Eanes,2925-407,Setúbal,São Lourenço,São Lourenço,38.536751,-9.015306
1495-707,Rua Sara Beirão,1495-707,Lisboa,Oeiras,Cruz Quebrada-Dafundo,38.703176,-9.246005
2860-295,Rua das Figueiras,2860-295,Setúbal,Moita,Moita,38.640747,-9.002953
5100-056,Ponte do Ribeirinho,5100-056,Viseu,Lamego,Sé,41.083414,-7.815393
2770-193,Rua Manuel Viegas Guerreiro,2770-193,Lisboa,Oeiras,Paço de Arcos,38.710169,-9.289492
4000-181,Calçada da Carqueijeira,4000-181,Porto,Bonfim,Bonfim,41.142159,-8.603131
1800-076,Rua Cidade de Bolama,1800-076,Lisboa,Santa Maria dos Olivais,Santa Maria dos Olivais,38.762234,-9.116005
4805-388,Rua da Boavista,4805-388,Braga,Guimarães,Ronfe,41.516837,-8.310611
8800-390,Largo das Portas do Postigo,8800-390,Faro,Tavira,Santiago Tavira,37.124630,-7.653152
4440-777,Avenida Doutor Fernando Melo,4440-777,Porto,Valongo,Valongo,41.200384,-8.508764
4625-098,Rua Lage do Monte,4625-098,Porto,Marco de Canaveses,Favões,41.113039,-8.234804
4770-755,Avenida João Xxi,4770-755,Braga,Vila Nova de Famalicão,Vermoim,41.415104,-8.456840
2720-389,Rua Mouzinho de Albuquerque,2720-389,Lisboa,Amadora,Damaia,38.746654,-9.219114
2735-476,Largo Gama Barros,2735-476,Lisboa,Sintra,Cacém,38.772043,-9.312468
4830-283,Rua de Fundevila,4830-283,Braga,Póvoa de Lanhoso,Garfe,41.541353,-8.238555
2780-252,Rua Jaime Cortesão,2780-252,Lisboa,Oeiras,Oeiras e São Julião Barra,38.694645,-9.310313
9350-236,Caminho da Noz,9350-236,Madeira,Ribeira Brava,Ribeira Brava,32.678109,-17.064978
6110-113,Brejo Cimeiro,6110-113,Castelo Branco,Vila de Rei,Vila de Rei,39.659821,-8.142680
2900-329,Avenida dos Combatentes da Grande Guerra,2900-329,Setúbal,Nossa Senhora da Anunciada,Nossa Senhora da Anunciada,38.525042,-8.897947
3360-108,Rebordosa,3360-108,Coimbra,Penacova,Lorvão,40.245082,-8.284204
3090-827,Ribas,3090-827,Coimbra,Figueira da Foz,Moinhos da Gândara,40.226626,-8.780947
5150-418,Rua Forno,5150-418,Guarda,Vila Nova de Foz Côa,Santa Comba,40.953800,-7.145168
2750-457,Rua Doutor Armando Bacelar,2750-457,Lisboa,Cascais,Cascais,38.708852,-9.414298
4490-586,Rua Tenente Veiga Leal,4490-586,Porto,Póvoa de Varzim,Póvoa de Varzim,41.377843,-8.763498
1700-121,Rua Coronel Bento Roma,1700-121,Lisboa,Alvalade,Alvalade,38.748331,-9.137801
4050-576,Rua Senhora da Lapa,4050-576,Porto,Cedofeita,Cedofeita,41.157578,-8.613632
4150-652,Rua Marechal Saldanha,4150-652,Porto,Nevogilde,Nevogilde,41.160219,-8.681939
2825-476,Avenida do Mar,2825-476,Setúbal,Almada,Costa de Caparica,38.651928,-9.235337
2820-312,Rua Cidade de Miranda do Douro,2820-312,Setúbal,Almada,Charneca da Caparica,38.607298,-9.185987
4715-349,Rua Conde Dom Henrique,4715-349,Braga,Fraião,Fraião,41.539110,-8.400048
2910-436,Praceta Bonifácio Lázaro,2910-436,Setúbal,São Sebastião,São Sebastião,38.529737,-8.876767
7800-068,Rua Pedro Vitor,7800-068,Beja,Salvador,Salvador,38.016508,-7.858892
7005-504,Rua Gil Vicente,7005-504,Évora,Horta das Figueiras,Horta das Figueiras,38.565672,-7.910269
9060-284,Rua Sagrado Coração Jesus,9060-284,Madeira,Funchal,Santa Maria Maior,32.658020,-16.889118
3810-501,Rua do Futebol Clube Bom-Sucesso,3810-501,Aveiro,Aradas,Aradas,40.602326,-8.643377
4920-140,Vila Meã,4920-140,Viana do Castelo,Vila Nova de Cerveira,Vila Meã,41.980446,-8.682877
3200-400,Rua do Campo de Futebol,3200-400,Coimbra,Lousã,Vilarinho,40.120629,-8.236812
7520-161,Praça Conselheiro Tomás Ribeiro,7520-161,Setúbal,Sines,Sines,37.956791,-8.864180
8800-427,Rua 25 de Abril,8800-427,Faro,Tavira,Santiago Tavira,37.127036,-7.648793
4595-317,Ruela do Giestal,4595-317,Porto,Paços de Ferreira,Penamaior,41.272176,-8.407092
4470-758,Vereda dos Comendadores,4470-758,Porto,Maia,Vila Nova da Telha,41.259641,-8.668080
6100-770,Rua Serpa Pinto,6100-770,Castelo Branco,Sertã,Sertã,39.806539,-8.097977
2565-774,Casal de Santo António,2565-774,Lisboa,Torres Vedras,Turcifal,39.128562,-9.158505
9100-163,Rua Fabrica Burnay,9100-163,Madeira,Santa Cruz,Santa Cruz,32.689545,-16.788094
7600-010,Praça da Resistência,7600-010,Beja,Aljustrel,Aljustrel,37.878608,-8.162233
3080-166,Rua de Buarcos,3080-166,Coimbra,Figueira da Foz,São Julião (Figueira da Foz),40.154347,-8.866511
2565-320,Rua dos Campos,2565-320,Lisboa,Torres Vedras,Freiria,39.021064,-9.320346
7480-320,Estrada Nacional 243,7480-320,Portalegre,Avis,Ervedal,39.042306,-7.813565
2705-880,Rua Cerrado dos Matos,2705-880,Lisboa,Sintra,Terrugem,38.832116,-9.368898
2950-145,Rua Sem Nome 880000240,2950-145,Setúbal,Palmela,Palmela,38.590514,-8.870682
7090-021,Estrada dos Barracões,7090-021,Évora,Viana do Alentejo,Alcáçovas,38.392152,-8.157063
9125-115,Caminho Velho da Azenha,9125-115,Madeira,Santa Cruz,Caniço,32.658386,-16.817755
3550-053,Vales,3550-053,Viseu,Penalva do Castelo,Castelo de Penalva,40.653974,-7.685981
9030-306,2º Impasse do Caminho da Achada,9030-306,Madeira,Câmara de Lobos,Curral das Freiras,,
3700-799,Serro,3700-799,Aveiro,Oliveira de Azeméis,Nogueira do Cravo,40.883896,-8.457564
4930-553,Caminho das Azenhas,4930-553,Viana do Castelo,Valença,Taião,41.999690,-8.600737
3240-418,Tras de Figueiró,3240-418,Leiria,Ansião,Alvorge,39.971525,-8.440168
2765-079,Rua Paralela à Rua de Aviz,2765-079,Lisboa,Cascais,Estoril,38.717066,-9.377864
8400-394,Rua Almeida Garrett,8400-394,Faro,Lagoa (Algarve),Lagoa,37.136062,-8.454365
2970-244,Rua das Urzes,2970-244,Setúbal,Sesimbra,Castelo (Sesimbra),38.485541,-9.111733
9020-068,Caminho Barreira,9020-068,Madeira,Funchal,Santo António,32.685612,-16.947102
5150-695,Travessa Senhora da Veiga,5150-695,Guarda,Vila Nova de Foz Côa,Vila Nova de Foz Côa,41.087252,-7.142865
3305-258,Foz de Moura,3305-258,Coimbra,Arganil,Pomares,40.261991,-7.887712
5100-422,São Lourenço,5100-422,Viseu,Lamego,Cambres,41.016288,-7.850065
4050-064,Rua Armazéns,4050-064,Porto,Miragaia,Miragaia,41.143930,-8.620476
4300-346,Rua Monte da Estação,4300-346,Porto,Campanhã,Campanhã,41.152329,-8.585363
2760-052,Rua Esmeraldas,2760-052,Lisboa,Oeiras,Caxias,38.714116,-9.275627
8550-011,Alferce,8550-011,Faro,Monchique,Alferce,37.333220,-8.489528
5000-034,Fonteita,5000-034,Vila Real,Andrães,Andrães,41.253850,-7.666006
2820-332,Rua dos Telefones,2820-332,Setúbal,Almada,Charneca da Caparica,38.611601,-9.189892
2690-559,Rua da Tapada,2690-559,Lisboa,Loures,Santa Iria de Azoia,38.852567,-9.091524
5430-488,Rua Sacadura Cabral,5430-488,Vila Real,Valpaços,Valpaços,41.610165,-7.312047
8550-240,Casais,8550-240,Faro,Monchique,Monchique,37.285817,-8.609274
9370-334,Impasse do Caminho Igreja,9370-334,Madeira,Calheta (Madeira),Fajã da Ovelha,,
7750-156,Rua do Guadiana,7750-156,Beja,Mértola,Corte do Pinto,37.674361,-7.499073
4795-161,Avenida da Boavista,4795-161,Porto,Santo Tirso,Rebordões,41.358026,-8.443076
6270-134,Vale da Igreja,6270-134,Guarda,Seia,Paranhos,40.488544,-7.812693
4730-370,Chã,4730-370,Braga,Vila Verde,Penascais,41.721658,-8.410444
3860-594,Rua Alfredo Sarapol,3860-594,Aveiro,Estarreja,Veiros,40.756833,-8.620821
9300-006,Caminho Ribeiro Real,9300-006,Madeira,Câmara de Lobos,Câmara de Lobos,32.663470,-16.971540
7570-159,Rua 25 de Abril,7570-159,Setúbal,Grândola,Grândola,38.190939,-8.554331
4200-097,Rua de Augusto Lessa,4200-097,Porto,Paranhos,Paranhos,41.169753,-8.598955
8005-202,Praceta de Angola,8005-202,Faro,São Pedro,São Pedro,37.027020,-7.933899
5000-371,Laje,5000-371,Vila Real,Mouçós,Mouçós,41.291142,-7.680638
7220-130,Rua do Outeirinho,7220-130,Évora,Portel,Amieira,38.285825,-7.556155
3080-556,Quinta das Rolas,3080-556,Coimbra,Figueira da Foz,Quiaios,40.175712,-8.890967
7780-504,Monte do Salto,7780-504,Beja,Castro Verde,São Marcos da Ataboeira,37.749536,-7.913509
2870-341,Rua Joaquim de Almeida,2870-341,Setúbal,Montijo,Montijo,38.706556,-8.968962
4350-298,Rua de São Roque da Lameira,4350-298,Porto,Campanhã,Campanhã,41.160490,-8.578128
5470-067,Medeiros,5470-067,Vila Real,Montalegre,Chã,41.796319,-7.782348
2765-338,Rua Frei Miguel Contreiras,2765-338,Lisboa,Cascais,Estoril,38.707655,-9.384981
4940-520,Avenida Cónego Bernardo Chouzal,4940-520,Viana do Castelo,Paredes de Coura,Paredes de Coura,41.911804,-8.563141
6090-389,Rua da Associação,6090-389,Castelo Branco,Penamacor,Meimoa,40.227690,-7.186163
5300-700,Rua de Macau,5300-700,Bragança,Sé,Sé,41.805016,-6.776363
5360-345,Rua da Fonte Romana,5360-345,Bragança,Vila Flor,Vila Flor,41.305960,-7.151750
3880-300,Travessa das Padeiras,3880-300,Aveiro,Ovar,Ovar,40.831109,-8.665764
3750-650,Óis da Ribeira,3750-650,Aveiro,Águeda,Óis da Ribeira,40.582168,-8.505703
2855-377,Rua Artur Bual,2855-377,Setúbal,Seixal,Corroios,38.609072,-9.162934
2510-405,Rua Arrabaldes,2510-405,Leiria,Óbidos,Amoreira,39.341711,-9.200166
4820-812,Travessa das Vinhas,4820-812,Braga,Fafe,Travassós,41.487546,-8.188629
9200-412,Estrada Regional 108,9200-412,Madeira,Machico,Machico,,
2240-222,Madroeira,2240-222,Santarém,Ferreira do Zêzere,Beco,39.787490,-8.305662
9060-344,Travessa Jardim Botânico,9060-344,Madeira,Funchal,Santa Maria Maior,32.654838,-16.874849
2835-681,Rua Agostinho Abrantes,2835-681,Setúbal,Barreiro,Santo António da Charneca,38.621072,-9.029091
2830-159,Rua António da Silveira,2830-159,Setúbal,Barreiro,Santo André,38.644292,-9.054662
9060-066,Beco Chapeleiro,9060-066,Madeira,Funchal,Santa Maria Maior,32.660962,-16.889459
4950-438,Estrada dos Arcos,4950-438,Viana do Castelo,Monção,Monção,42.072315,-8.484766
9325-380,Rua da Vargem,9325-380,Madeira,Câmara de Lobos,Estreito Câmara de Lobos,,
3350-055,Ponte de Mucela,3350-055,Coimbra,Vila Nova de Poiares,Lavegadas,40.238033,-8.199739
7860-127,Rua Conselheiro Augusto de Castro,7860-127,Beja,Moura,São João Baptista,38.141977,-7.450439
7460-133,Largo do Senado,7460-133,Portalegre,Fronteira,Fronteira,39.054702,-7.647490
7555-143,Rua João de Sousa Farelo,7555-143,Setúbal,Santiago do Cacém,Cercal,37.800469,-8.673051
9370-258,Rua Estanquinhos,9370-258,Madeira,Calheta (Madeira),Estreito da Calheta,,
7100-517,Rua Alexandre Herculano,7100-517,Évora,Estremoz,Santo André Estremoz,38.843160,-7.591987
2855-233,Rua Bernardo Santareno,2855-233,Setúbal,Seixal,Corroios,38.634176,-9.161466
4400-365,Rua António dos Antos,4400-365,Porto,Vila Nova de Gaia,São Pedro da Afurada,41.143436,-8.646537
5300-086,Rua Doutor António Cagical,5300-086,Bragança,Sé,Sé,41.805853,-6.757979
4940-263,Venade,4940-263,Viana do Castelo,Paredes de Coura,Ferreira,41.944366,-8.565873
2000-080,Rua Miguel Bombarda,2000-080,Santarém,Marvila,Marvila,39.233581,-8.682282
2830-388,Travessa do Hospital,2830-388,Setúbal,Barreiro,Barreiro,38.663224,-9.077591
2970-741,Rua da República,2970-741,Setúbal,Sesimbra,Santiago (Sesimbra),38.443716,-9.100819
4910-518,Rua Júlio Dinis,4910-518,Viana do Castelo,Caminha,Vila Praia de Âncora,41.819283,-8.865375
2970-854,Rua Garcia de Resende,2970-854,Setúbal,Sesimbra,Castelo (Sesimbra),38.474666,-9.100509
8970-013,Balurcos de Baixo,8970-013,Faro,Alcoutim,Alcoutim,37.424862,-7.507465
4810-517,Rua 1º de Maio,4810-517,Braga,Guimarães,Urgezes,41.429718,-8.237722
8000-364,Rua Ivens,8000-364,Faro,Sé,Sé,37.016471,-7.934098
2800-208,Rua da Sociedade Filarmónica Incrível Almadense,2800-208,Setúbal,Almada,Almada,38.682266,-9.157816
4200-316,Rua Guadiana,4200-316,Porto,Paranhos,Paranhos,41.173139,-8.600377
7220-120,Rua das Oliveiras,7220-120,Évora,Portel,Amieira,38.396463,-7.712225
4200-048,Travessa Álvaro de Castelões,4200-048,Porto,Paranhos,Paranhos,41.165954,-8.601984
4830-812,Rua da Boucinha,4830-812,Braga,Póvoa de Lanhoso,Vilela,41.532759,-8.282424
3000-422,Arco de Almedina,3000-422,Coimbra,São Bartolomeu,São Bartolomeu,40.213110,-8.430882
4050-586,Rua Serpa Pinto,4050-586,Porto,Cedofeita,Cedofeita,41.162192,-8.620940
2520-323,Rua da Liberdade,2520-323,Leiria,Peniche,Ajuda,39.366234,-9.379299
2800-292,Rua Dom Luís de Noronha,2800-292,Setúbal,Almada,Cacilhas,38.684095,-9.153231
2530-811,Largo Dom Manuel II,2530-811,Lisboa,Lourinhã,Vimeiro,39.176485,-9.316860
2070-318,Rua João Pereira Duarte,2070-318,Santarém,Cartaxo,Ereira,39.176419,-8.868234
2820-289,Travessa da Beira Alta,2820-289,Setúbal,Almada,Charneca da Caparica,38.606870,-9.184742
4730-080,Caneiro,4730-080,Braga,Vila Verde,Barros,41.682237,-8.449270
2300-063,Alqueidão,2300-063,Santarém,Tomar,Olalhas,,
3400-366,Praça 21 de Junho,3400-366,Coimbra,Oliveira do Hospital,Avô,40.293089,-7.905727
7440-026,Largo do Município,7440-026,Portalegre,Alter do Chão,Alter do Chão,39.199779,-7.658338
3670-257,Rua Ribeiro Cardoso,3670-257,Viseu,Vouzela,Vouzela,40.722554,-8.113719
7900-112,Aldeia de Ronquenho,7900-112,Beja,Ferreira do Alentejo,Ferreira do Alentejo,37.994323,-8.201609
6250-067,Travessa de São Tiago,6250-067,Castelo Branco,Belmonte,Belmonte,40.359360,-7.348666
6320-354,Rua Doutor António José de Almeida,6320-354,Guarda,Sabugal,Sabugal,40.350586,-7.087133
2710-181,Rua Sem Nome Número 2351201,2710-181,Lisboa,Sintra,São Pedro Penaferrim,38.791121,-9.381200
4860-481,Cunhas,4860-481,Braga,Cabeceiras de Basto,Vilar de Cunhas,41.549574,-7.846808
3090-495,Paião,3090-495,Coimbra,Figueira da Foz,Paião,40.073443,-8.803567
8700-522,Travessa de Santo António,8700-522,Faro,Olhão,Olhão,37.025776,-7.840347
2635-008,Rua Elias Garcia,2635-008,Lisboa,Sintra,Rio de Mouro,38.778070,-9.338635
2705-050,Rua do Moinho,2705-050,Lisboa,Sintra,Colares,38.796356,-9.453656
2135-029,Largo General Humberto Delgado,2135-029,Santarém,Benavente,Samora Correia,38.855905,-8.834769
4830-213,Avenida das Cruzes,4830-213,Braga,Póvoa de Lanhoso,Frades,41.592391,-8.315228
1100-181,Rua das Cozinhas,1100-181,Lisboa,Castelo,Castelo,38.713261,-9.133250
2605-121,Rua da Quinta Grande,2605-121,Lisboa,Sintra,Belas,38.792240,-9.278947
8550-228,Ribeira da Serra,8550-228,Faro,Monchique,Monchique,37.319641,-8.555520
8800-076,Travessa Júlio Parra,8800-076,Faro,Tavira,Conceição,37.147529,-7.603610
